-0.4945449,-0.56966126,1.465288,-0.71395326,0.3620803,-0.9111489,1.3586364,0.17631948,-0.6435544,0.8752715,0.8945415,0.11335905,-0.9898472,0.8595908,-0.68527925,0.5006293,0.6004588,1.0900022,-0.16949752,-0.5622278,-0.814244,0.36263764,-0.6961011,0.47562075,-0.43606213,0.27104864,1.6194043,0.16472188,0.0033126818,-0.91080785,-2.1959584,-0.1832882,-0.9779094,-1.1395843,-1.2105608,-0.84910434,0.39872128,1.7353894,-1.9085077,-1.0712451,1.0928957,0.9123673,0.28833532,-1.9422805,-0.919446,-0.14982323,-0.5402199,-0.15737318,-0.7179213,1.1601758,-0.11937432,-0.04091835,1.0286664,1.4166473,-0.073250785,0.64141345,0.4797728,1.243226,0.93890876,-0.48006955
-1.0910347,-0.63892454,0.85320324,-0.45209885,-0.43520752,1.300784,0.41009012,-0.2456918,0.8627726,-0.7076304,-0.7713394,-0.2794098,1.1444635,0.9142374,1.3569784,-0.028420715,-0.571049,-1.1076549,0.7506513,0.48421076,-0.026007038,-0.0074436413,1.4897964,1.8563472,1.6700908,1.0102171,-0.9163396,-0.6188229,0.82208174,0.53285044,1.4008962,1.0407531,-0.6068978,-0.58821493,2.319636,0.17437752,1.0976002,-1.2274467,-0.88763744,-0.19007337,-1.0354145,-0.37002423,0.6255493,-0.46636853,0.07212209,-0.7652039,-0.44472796,-1.7945973,0.5431651,-0.037666615,0.33335313,2.1464689,0.23619199,0.027987562,-0.99163663,-1.0583513,0.32462263,-1.185259,0.46055704,0.86687785
-0.88573533,1.108234,-2.2343786,0.15291855,-1.9974692,-1.2291282,0.51156044,1.2687817,-0.9509762,0.50586456,-1.3740065,1.261073,1.1879461,1.9592865,0.4763183,1.5857966,1.429269,0.26638478,-1.3901466,-1.700325,-0.21179105,0.3805509,-0.88293386,1.2249372,0.43474817,-1.2004678,0.12355147,2.5934741,-1.2653255,1.3965484,0.86759734,-0.622681,-0.37821466,1.8772905,-0.14624557,0.2827632,0.971088,-0.99934816,1.6943244,2.2598693,0.23305081,0.5302404,-0.19121532,0.502002,-1.123491,-0.15961319,-0.5403536,-0.70948464,-1.5594611,-0.5998424,-0.2953975,-0.044902835,1.2968147,1.9129026,-0.537488,-0.9908442,0.37135932,-0.65875393,0.10892017,1.4028982
1.2655823,0.042585786,1.253888,0.53853136,-0.8661945,-1.1936761,1.0902869,0.3009201,0.5812456,0.32450807,-1.9470935,0.56471664,-1.3336737,-1.706219,0.061954986,0.39802516,-1.5953541,0.47105238,-1.5682266,0.8948118,0.5000226,-0.40004253,0.42195088,0.53018427,-1.6603724,0.47534335,-0.41908628,2.1828952,-0.36848772,0.09178054,0.42342013,-0.50274104,-1.5465258,-1.6869067,0.7180193,-0.95495486,1.6499183,-0.5418254,0.08729397,0.2641653,1.0352799,-0.38612175,-1.2670032,0.6559067,0.8964386,-1.3781012,-0.075333044,1.0662508,0.03808544,-0.20116535,1.2555743,-0.22075155,0.19932224,-1.3490916,-0.9284051,1.1047752,-0.42451113,0.09157074,-0.006461533,-0.6810776
-0.29387987,-1.6394702,-1.9169828,-1.5928193,-0.71538734,-0.36495715,-0.14509197,-0.6591443,0.19923025,1.4863483,-0.8239764,-1.0544188,-0.37719315,-1.9603024,0.4291606,0.71420306,-1.4042417,1.6902934,1.4582747,0.9555948,0.43360487,0.19407973,0.6925891,-0.5880976,0.38152963,0.94889235,-0.3840001,0.35083193,0.23679818,1.0801036,-1.1198994,0.61759174,-0.024066301,-0.2759292,1.1600095,0.7322338,0.379085,-0.24187656,-1.2338431,0.7667021,-1.4561266,1.5269917,1.4036233,0.81726617,-0.38689122,0.22169548,0.36261594,-0.26715076,-1.219361,-0.971645,1.4679174,1.0265485,0.1922223,0.6086442,-0.36894807,2.761424,-0.14867418,0.99219036,-0.54439276,-1.3879266
1.9920363,-0.8486515,-1.2570732,0.033037417,-1.061617,-0.351849,0.6326885,0.11222091,-1.401852,0.29324865,-2.589506,0.25987533,-0.23920311,-0.76106447,1.0164896,-1.0809458,-0.51684046,0.057160668,1.3477201,0.033450417,1.1708817,-0.62197596,-1.1271256,-0.749044,-0.6031608,0.36644912,0.33369198,-0.25296518,-0.39063412,0.070540704,0.55253035,-1.2986639,0.17255223,0.6834306,1.0849267,1.2481006,1.8707823,-1.614459,-1.0823687,-1.3744847,-0.29299727,1.2141999,-0.22923517,-0.3935212,0.2659773,0.18735407,0.6519887,0.35720363,-0.40074113,-0.02906654,-1.660569,0.4447273,2.402169,-1.0637231,1.543358,0.3782298,0.44940725,-0.8831013,-1.9453442,-0.41712296
-0.9357921,-0.1521655,0.08873393,-0.6358475,0.34376928,2.008675,-0.9494878,0.9866084,0.30799508,-1.4552323,0.08385026,-0.35606343,-0.02615315,-1.1344388,0.93500227,0.7198516,-0.37088794,1.3328911,-0.41295594,-0.8822916,-0.415727,-1.3789761,0.4058747,-0.5349568,0.73989075,0.30925488,-0.6104623,0.049313884,1.3676803,1.435474,0.78833914,-0.010990452,0.41656888,-1.2122331,-0.48759624,1.2144818,-0.15379462,0.048109867,0.94003683,0.0715685,-0.62832147,-1.15396,1.3858247,-0.14743233,0.9692977,0.38056913,1.1290175,-0.0975867,0.90840334,0.48916224,-1.8777419,-0.23375845,-0.7092643,0.35204068,0.1662343,0.1715528,-0.6180884,-0.3322468,0.22837816,0.68904656
0.44261023,-0.49286157,0.63050574,-1.5030512,-0.37520507,-0.53982973,0.23098059,-0.41713902,1.0142534,0.065232925,-0.66408044,0.79602736,1.5024468,-0.107713684,1.9463599,0.3915858,0.70574385,-1.4598324,0.62499493,-1.3327141,0.86866367,0.6575102,-0.86768633,0.8322173,-0.10446763,-0.3607105,-2.3570063,-0.25564915,-2.2731893,-0.9528937,-0.3787973,0.38782483,0.9858323,-0.04083428,-0.4378961,0.43956804,1.1482329,0.32307172,0.05308154,0.45243564,0.49383548,0.26856133,-0.10141558,-0.08651776,-0.10658056,0.08358943,-0.26992685,0.688022,-1.4492075,0.4562165,-1.2825314,0.5404612,0.3763422,1.4631025,0.29480833,0.26505733,0.07413265,0.6634762,-1.5341266,0.87048477
-1.1040502,0.7980439,1.1378046,0.35520494,0.07435818,-0.75874203,1.2993194,-3.1636565,0.5718317,0.37884963,0.14691854,0.24178123,-2.0145307,0.03384862,0.7251514,0.76167864,-0.25304192,-0.8634722,1.2358025,-0.45491692,1.5288523,-0.2600241,-1.4211615,-0.70926994,0.5485967,-0.80409694,-1.3377079,0.18607059,0.107224,-1.3299459,1.1708772,1.2392312,-0.8551436,-0.4488304,-1.0996361,0.5616455,-0.7297642,0.47294345,-1.3328252,-0.09252675,0.5733297,0.047329884,-0.014450974,-1.7830769,-0.006010047,1.8182943,0.24438496,0.7041565,-0.7985861,-0.9816791,1.7414751,-0.06365534,0.40959725,-0.7706605,0.09858442,-0.8517242,1.4792168,0.3101599,1.1657443,-0.78045785
0.33597735,-0.7217124,0.6671772,0.09368037,-0.8537352,-0.49377108,-0.78137094,-0.23192109,-0.6489507,1.1604905,-1.0511851,0.34239873,1.6432387,0.4413056,0.23959646,0.1203818,1.6839781,-2.164088,-0.20175861,-0.95645285,0.5851482,-1.0425836,-0.96941173,-1.0366045,0.2845893,1.4572867,-0.33227378,-1.6319246,0.8855293,-1.8914003,0.39411488,1.0124543,0.8184857,0.22783622,1.1560867,-1.0348775,0.91393876,-0.5134226,1.5742911,1.0001898,0.7608395,0.52701837,0.101018645,-1.7366459,-0.48014316,0.1937407,-1.4519727,0.03221669,0.42772278,1.041192,-0.30393866,0.26789564,1.2509316,0.08522612,-1.7353698,1.382621,0.92561007,0.4880276,0.28153738,0.35846707
